"id","lang","lang_key","lang_value","created_at","updated_at"
"600","en","chat_logo","Chat logo","2/11/2021 00:16:17","2/11/2021 00:16:17"
"601","en","chat_name","Chat name","2/11/2021 00:16:17","2/11/2021 00:16:17"
"602","en","invoice_setting","Invoice setting","2/11/2021 00:16:17","2/11/2021 00:16:17"
"603","en","invoice_logo","Invoice logo","2/11/2021 00:16:17","2/11/2021 00:16:17"
"604","en","user_already_exists","User already exists.","2/11/2021 00:17:31","2/11/2021 00:17:31"
"605","en","create_offer","Create Offer","2/11/2021 00:20:00","2/11/2021 00:20:00"
"606","en","title","Title
","2/11/2021 00:20:00","17/5/2022 11:03:21"
"607","en","banner","Banner","2/11/2021 00:20:00","2/11/2021 00:20:00"
"608","en","start_date","Start Date","2/11/2021 00:20:00","2/11/2021 00:20:00"
"609","en","end_date","End Date","2/11/2021 00:20:00","2/11/2021 00:20:00"
"610","en","page_link","Page Link","2/11/2021 00:20:00","2/11/2021 00:20:00"
"611","en","send_newsletter","Send Newsletter","2/11/2021 00:20:05","2/11/2021 00:20:05"
"612","en","emails","Emails","2/11/2021 00:20:05","2/11/2021 00:20:05"
"613","en","users","Users","2/11/2021 00:20:05","2/11/2021 00:20:05"
"614","en","newsletter_subject","Newsletter subject","2/11/2021 00:20:05","2/11/2021 00:20:05"
"615","en","newsletter_content","Newsletter content","2/11/2021 00:20:05","2/11/2021 00:20:05"
"616","en","send","Send
","2/11/2021 00:20:05","17/5/2022 11:03:21"
"617","en","you_have_subscribed_successfully","You have subscribed successfully.","2/11/2021 00:20:47","2/11/2021 00:20:47"
"618","en","type","Type","2/11/2021 00:21:40","2/11/2021 00:21:40"
"619","en","sendmail","Sendmail","2/11/2021 00:21:40","2/11/2021 00:21:40"
"620","en","smtp","SMTP","2/11/2021 00:21:40","2/11/2021 00:21:40"
"621","en","mailgun","Mailgun","2/11/2021 00:21:40","2/11/2021 00:21:40"
"622","en","mail_host","MAIL HOST","2/11/2021 00:21:40","2/11/2021 00:21:40"
"623","en","mail_port","MAIL PORT","2/11/2021 00:21:40","2/11/2021 00:21:40"
"624","en","mail_username","MAIL USERNAME","2/11/2021 00:21:40","2/11/2021 00:21:40"
"625","en","mail_password","MAIL PASSWORD","2/11/2021 00:21:40","2/11/2021 00:21:40"
"626","en","mail_encryption","MAIL ENCRYPTION","2/11/2021 00:21:40","2/11/2021 00:21:40"
"627","en","mail_from_address","MAIL FROM ADDRESS","2/11/2021 00:21:40","2/11/2021 00:21:40"
"628","en","mail_from_name","MAIL FROM NAME","2/11/2021 00:21:40","2/11/2021 00:21:40"
"629","en","mailgun_domain","MAILGUN DOMAIN","2/11/2021 00:21:40","2/11/2021 00:21:40"
"630","en","mailgun_secret","MAILGUN SECRET","2/11/2021 00:21:40","2/11/2021 00:21:40"
"631","en","instruction","Instruction","2/11/2021 00:21:40","2/11/2021 00:21:40"
"632","en","please_be_carefull_when_you_are_configuring_smtp_for_incorrect_configuration_you_will_get_error_at_the_time_of_order_place_new_registration_sending_newsletter","Please be carefull when you are configuring SMTP. For incorrect configuration you will get error at the time of order place, new registration, sending newsletter.","2/11/2021 00:21:40","2/11/2021 00:21:40"
"633","en","for_nonssl","For Non-SSL","2/11/2021 00:21:40","2/11/2021 00:21:40"
"634","en","select_sendmail_for_mail_driver_if_you_face_any_issue_after_configuring_smtp_as_mail_driver_","Select sendmail for Mail Driver if you face any issue after configuring smtp as Mail Driver","2/11/2021 00:21:40","2/11/2021 00:21:40"
"635","en","set_mail_host_according_to_your_server_mail_client_manual_settings","Set Mail Host according to your server Mail Client Manual Settings","2/11/2021 00:21:40","2/11/2021 00:21:40"
"636","en","set_mail_port_as_587","Set Mail port as 587","2/11/2021 00:21:40","2/11/2021 00:21:40"
"637","en","set_mail_encryption_as_ssl_if_you_face_issue_with_tls","Set Mail Encryption as ssl if you face issue with tls","2/11/2021 00:21:40","2/11/2021 00:21:40"
"638","en","for_ssl","For SSL","2/11/2021 00:21:40","2/11/2021 00:21:40"
"639","en","select_sendmail_for_mail_driver_if_you_face_any_issue_after_configuring_smtp_as_mail_driver","Select sendmail for Mail Driver if you face any issue after configuring smtp as Mail Driver","2/11/2021 00:21:40","2/11/2021 00:21:40"
"640","en","set_mail_port_as_465","Set Mail port as 465","2/11/2021 00:21:40","2/11/2021 00:21:40"
"641","en","set_mail_encryption_as_ssl","Set Mail Encryption as ssl","2/11/2021 00:21:40","2/11/2021 00:21:40"
"642","en","newsletter_has_been_send","Newsletter has been send","2/11/2021 00:22:08","2/11/2021 00:22:08"
"643","en","the_page_you_are_looking_for_has_not_been_found_on_our_server","The page you are looking for has not been found on our server.","2/11/2021 14:02:23","2/11/2021 14:02:23"
"644","en","google_login_credential","Google Login Credential","2/11/2021 17:35:52","2/11/2021 17:35:52"
"645","en","activation","Activation","2/11/2021 17:35:52","2/11/2021 17:35:52"
"646","en","client_id","Client ID","2/11/2021 17:35:52","2/11/2021 17:35:52"
"647","en","google_client_id","Google Client ID","2/11/2021 17:35:53","2/11/2021 17:35:53"
"648","en","client_secret","Client Secret","2/11/2021 17:35:53","2/11/2021 17:35:53"
"649","en","google_client_secret","Google Client Secret","2/11/2021 17:35:53","2/11/2021 17:35:53"
"650","en","facebook_login_credential","Facebook Login Credential","2/11/2021 17:35:53","2/11/2021 17:35:53"
"651","en","app_id","App ID","2/11/2021 17:35:53","2/11/2021 17:35:53"
"652","en","facebook_client_id","Facebook Client ID","2/11/2021 17:35:53","2/11/2021 17:35:53"
"653","en","app_secret","App Secret","2/11/2021 17:35:53","2/11/2021 17:35:53"
"654","en","facebook_client_secret","Facebook Client Secret","2/11/2021 17:35:53","2/11/2021 17:35:53"
"655","en","twitter_login_credential","Twitter Login Credential","2/11/2021 17:35:53","2/11/2021 17:35:53"
"656","en","twitter_client_id","Twitter Client ID","2/11/2021 17:35:53","2/11/2021 17:35:53"
"657","en","twitter_client_secret","Twitter Client Secret","2/11/2021 17:35:53","2/11/2021 17:35:53"
"658","en","s3_file_system_credentials","S3 File System Credentials","2/11/2021 17:35:58","2/11/2021 17:35:58"
"659","en","aws_access_key_id","AWS_ACCESS_KEY_ID","2/11/2021 17:35:58","2/11/2021 17:35:58"
"660","en","aws_secret_access_key","AWS_SECRET_ACCESS_KEY","2/11/2021 17:35:58","2/11/2021 17:35:58"
"661","en","aws_default_region","AWS_DEFAULT_REGION","2/11/2021 17:35:58","2/11/2021 17:35:58"
"662","en","aws_bucket","AWS_BUCKET","2/11/2021 17:35:58","2/11/2021 17:35:58"
"663","en","aws_url","AWS_URL","2/11/2021 17:35:58","2/11/2021 17:35:58"
"664","en","s3_file_system_activation","S3 File System Activation","2/11/2021 17:35:58","2/11/2021 17:35:58"
"665","en","cash_payment_activation","Cash Payment Activation","2/11/2021 17:36:00","2/11/2021 17:36:00"
"666","en","paypal_credential","Paypal Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"667","en","paypal_client_id","Paypal Client Id","2/11/2021 17:36:00","2/11/2021 17:36:00"
"668","en","paypal_client_secret","Paypal Client Secret","2/11/2021 17:36:00","2/11/2021 17:36:00"
"669","en","paypal_sandbox_mode","Paypal Sandbox Mode","2/11/2021 17:36:00","2/11/2021 17:36:00"
"670","en","sslcommerz_credential","Sslcommerz Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"671","en","sslcz_store_id","Sslcz Store Id","2/11/2021 17:36:00","2/11/2021 17:36:00"
"672","en","sslcz_store_password","Sslcz store password","2/11/2021 17:36:00","2/11/2021 17:36:00"
"673","en","sslcommerz_sandbox_mode","Sslcommerz Sandbox Mode","2/11/2021 17:36:00","2/11/2021 17:36:00"
"674","en","stripe_credential","Stripe Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"675","en","stripe_key","Stripe Key","2/11/2021 17:36:00","2/11/2021 17:36:00"
"676","en","stripe_secret","Stripe Secret","2/11/2021 17:36:00","2/11/2021 17:36:00"
"677","en","razorpay_credential","RazorPay Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"678","en","razor_key","RAZOR KEY","2/11/2021 17:36:00","2/11/2021 17:36:00"
"679","en","razor_secret","RAZOR SECRET","2/11/2021 17:36:00","2/11/2021 17:36:00"
"680","en","instamojo_credential","Instamojo Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"681","en","api_key","API KEY","2/11/2021 17:36:00","2/11/2021 17:36:00"
"682","en","im_api_key","IM API KEY","2/11/2021 17:36:00","2/11/2021 17:36:00"
"683","en","auth_token","AUTH TOKEN","2/11/2021 17:36:00","2/11/2021 17:36:00"
"684","en","im_auth_token","IM AUTH TOKEN","2/11/2021 17:36:00","2/11/2021 17:36:00"
"685","en","instamojo_sandbox_mode","Instamojo Sandbox Mode","2/11/2021 17:36:00","2/11/2021 17:36:00"
"686","en","paystack_credential","PayStack Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"687","en","public_key","PUBLIC KEY","2/11/2021 17:36:00","2/11/2021 17:36:00"
"688","en","secret_key","SECRET KEY","2/11/2021 17:36:00","2/11/2021 17:36:00"
"689","en","merchant_email","MERCHANT EMAIL","2/11/2021 17:36:00","2/11/2021 17:36:00"
"690","en","ngenius_credential","Ngenius Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"691","en","ngenius_outlet_id","NGENIUS OUTLET ID","2/11/2021 17:36:00","2/11/2021 17:36:00"
"692","en","ngenius_api_key","NGENIUS API KEY","2/11/2021 17:36:00","2/11/2021 17:36:00"
"693","en","ngenius_currency","NGENIUS CURRENCY","2/11/2021 17:36:00","2/11/2021 17:36:00"
"694","en","payhere_credential","Payhere Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"695","en","payhere_merchant_id","PAYHERE MERCHANT ID","2/11/2021 17:36:00","2/11/2021 17:36:00"
"696","en","payhere_secret","PAYHERE SECRET","2/11/2021 17:36:00","2/11/2021 17:36:00"
"697","en","payhere_currency","PAYHERE CURRENCY","2/11/2021 17:36:00","2/11/2021 17:36:00"
"698","en","payhere_sandbox_mode","Payhere Sandbox Mode","2/11/2021 17:36:00","2/11/2021 17:36:00"
"699","en","voguepay_credential","VoguePay Credential","2/11/2021 17:36:00","2/11/2021 17:36:00"
"700","en","merchant_id","MERCHANT ID","2/11/2021 17:36:00","2/11/2021 17:36:00"
"701","en","sandbox_mode","Sandbox Mode","2/11/2021 17:36:01","2/11/2021 17:36:01"
"702","en","system_default_currency","System Default Currency","2/11/2021 17:36:05","2/11/2021 17:36:05"
"703","en","set_currency_formats","Set Currency Formats","2/11/2021 17:36:05","2/11/2021 17:36:05"
"704","en","symbol_format","Symbol Format","2/11/2021 17:36:05","2/11/2021 17:36:05"
"705","en","decimal_separator","Decimal Separator","2/11/2021 17:36:05","2/11/2021 17:36:05"
"706","en","no_of_decimals","No of decimals","2/11/2021 17:36:05","2/11/2021 17:36:05"
"707","en","all_currencies","All Currencies","2/11/2021 17:36:05","2/11/2021 17:36:05"
"708","en","add_new_currency","Add New Currency","2/11/2021 17:36:05","2/11/2021 17:36:05"
"709","en","currency_name","Currency name","2/11/2021 17:36:05","2/11/2021 17:36:05"
"710","en","currency_symbol","Currency symbol","2/11/2021 17:36:05","2/11/2021 17:36:05"
"711","en","currency_code","Currency code","2/11/2021 17:36:05","2/11/2021 17:36:05"
"712","en","exchange_rate","Exchange rate
","2/11/2021 17:36:05","14/12/2022 08:06:05"
"713","en","currency_status_updated_successfully","Currency Status updated successfully","2/11/2021 17:36:06","2/11/2021 17:36:06"
"714","en","default_language","Default Language","2/11/2021 17:37:20","2/11/2021 17:37:20"
"715","en","add_new_language","Add New Language","2/11/2021 17:37:20","2/11/2021 17:37:20"
"716","en","language","Language","2/11/2021 17:37:20","2/11/2021 17:37:20"
"717","en","rtl","RTL","2/11/2021 17:37:20","2/11/2021 17:37:20"
"718","en","translation","Translation","2/11/2021 17:37:20","2/11/2021 17:37:20"
"719","en","upload_product","Upload Product","2/11/2021 18:29:17","2/11/2021 18:29:17"
"720","en","product_has_been_inserted_successfully","Product has been inserted successfully","2/11/2021 18:31:10","2/11/2021 18:31:10"
"721","en","add_new_category","Add New category","2/11/2021 18:40:10","2/11/2021 18:40:10"
"722","en","parent_category","Parent Category","2/11/2021 18:40:10","2/11/2021 18:40:10"
"723","en","order_level","Order Level","2/11/2021 18:40:10","2/11/2021 18:40:10"
"724","en","level","Level","2/11/2021 18:40:10","2/11/2021 18:40:10"
"725","en","icon","Icon","2/11/2021 18:40:10","2/11/2021 18:40:10"
"726","en","featured","Featured","2/11/2021 18:40:10","2/11/2021 18:40:10"
"727","en","featured_categories_updated_successfully","Featured categories updated successfully","2/11/2021 18:40:10","2/11/2021 18:40:10"
"728","en","category_information","Category Information","2/11/2021 18:55:28","2/11/2021 18:55:28"
"729","en","no_parent","No Parent","2/11/2021 18:55:28","2/11/2021 18:55:28"
"730","en","ordering_number","Ordering Number","2/11/2021 18:55:28","2/11/2021 18:55:28"
"731","en","higher_number_has_high_priority","Higher number has high priority","2/11/2021 18:55:28","2/11/2021 18:55:28"
"732","en","200x300","200x300","2/11/2021 18:55:28","2/11/2021 18:55:28"
"733","en","32x32","32x32","2/11/2021 18:55:28","2/11/2021 18:55:28"
"734","en","filtering_attributes","Filtering Attributes","2/11/2021 18:55:28","2/11/2021 18:55:28"
"735","en","all_attributes","All Attributes","2/11/2021 18:58:24","2/11/2021 18:58:24"
"736","en","values","Values","2/11/2021 18:58:24","2/11/2021 18:58:24"
"737","en","actions","Actions
","2/11/2021 18:58:24","13/3/2022 11:14:03"
"738","en","attributes_are_non_deletable_you_can_only_add_or_edit","Attributes are non deletable. You can only add or edit.","2/11/2021 18:58:24","2/11/2021 18:58:24"
"739","en","add","Add","2/11/2021 18:58:24","2/11/2021 18:58:24"
"740","en","invoice","INVOICE","2/11/2021 19:04:36","2/11/2021 19:04:36"
"741","en","standard","standard","2/11/2021 19:04:36","2/11/2021 19:04:36"
"742","en","sl","S/L","2/11/2021 19:04:36","2/11/2021 19:04:36"
"743","en","total_tax","Total Tax","2/11/2021 19:04:37","2/11/2021 19:04:37"
"744","en","shipping_cost","Shipping Cost","2/11/2021 19:04:37","2/11/2021 19:04:37"
"745","en","grand_total","Grand Total","2/11/2021 19:04:37","2/11/2021 19:04:37"
"746","en","invoice_generated","Invoice generated.","2/11/2021 19:04:38","2/11/2021 19:04:38"
"747","en","offer_information","Offer Information","2/11/2021 19:16:09","2/11/2021 19:16:09"
"748","en","choose_products","Choose Products","2/11/2021 19:16:09","2/11/2021 19:16:09"
"749","en","if_any_product_has_discount_or_exists_in_another_offer_that_discount_will_be_replaced_by_this_discount__time_limit","If any product has discount or exists in another offer, that discount will be replaced by this discount & time limit.","2/11/2021 19:16:09","2/11/2021 19:16:09"
"750","en","all_subscribers","All Subscribers","2/11/2021 19:34:59","2/11/2021 19:34:59"
"751","en","all_coupons","All coupons
","2/11/2021 19:36:36","18/1/2022 00:46:47"
"752","en","coupon_information","Coupon Information","2/11/2021 19:36:36","2/11/2021 19:36:36"
"753","en","cart_base","Cart Base","2/11/2021 19:36:36","2/11/2021 19:36:36"
"754","en","product_base","Product Base","2/11/2021 19:36:36","2/11/2021 19:36:36"
"755","en","coupon_information_adding","Coupon Information Adding","2/11/2021 19:36:40","2/11/2021 19:36:40"
"756","en","coupon_type","Coupon Type","2/11/2021 19:36:40","2/11/2021 19:36:40"
"757","en","select_one","Select One","2/11/2021 19:36:40","2/11/2021 19:36:40"
"758","en","for_products","For Products","2/11/2021 19:36:40","2/11/2021 19:36:40"
"759","en","for_total_orders","For Total Orders","2/11/2021 19:36:40","2/11/2021 19:36:40"
"760","en","add_your_product_base_coupon","Add Your Product Base Coupon","2/11/2021 19:38:01","2/11/2021 19:38:01"
"761","en","coupon_code","Coupon code","2/11/2021 19:38:01","2/11/2021 19:38:01"
"762","en","add_your_cart_base_coupon","Add Your Cart Base Coupon","2/11/2021 19:39:13","2/11/2021 19:39:13"
"763","en","minimum_shopping","Minimum Shopping","2/11/2021 19:39:13","2/11/2021 19:39:13"
"764","en","maximum_discount_amount","Maximum Discount Amount","2/11/2021 19:39:13","2/11/2021 19:39:13"
"765","en","sales_stat","Sales stat","2/11/2021 20:16:41","2/11/2021 20:16:41"
"766","en","cache_settings","Cache Settings","2/11/2021 20:16:46","2/11/2021 20:16:46"
"767","en","current_cache_version","Current cache version","2/11/2021 20:16:46","2/11/2021 20:16:46"
"768","en","force_clear_cache","Force Clear Cache","2/11/2021 20:16:46","2/11/2021 20:16:46"
"769","en","delivery_timing","Delivery timing
","2/11/2021 20:21:10","2/11/2021 20:21:10"
"770","en","invalid_email_or_password","Invalid email or password","2/11/2021 14:48:36","2/11/2021 14:48:36"
"771","en","type_country_name","Type country name","2/11/2021 15:14:19","2/11/2021 15:14:19"
"772","en","filter","Filter","2/11/2021 15:14:19","2/11/2021 15:14:19"
"773","en","all_states","All States","2/11/2021 15:27:18","2/11/2021 15:27:18"
"774","en","type_state_name","Type state name","2/11/2021 15:27:18","2/11/2021 15:27:18"
"775","en","action","Action
","2/11/2021 15:27:18","14/12/2022 08:06:05"
"776","en","add_new_state","Add New State","2/11/2021 15:27:18","2/11/2021 15:27:18"
"777","en","all_cities","All cities","2/11/2021 15:27:40","2/11/2021 15:27:40"
"778","en","type_city_name__enter","Type city name & Enter","2/11/2021 15:27:40","2/11/2021 15:27:40"
"779","en","select_state","Select State","2/11/2021 15:27:40","2/11/2021 15:27:40"
"780","en","add_new_city","Add New city","2/11/2021 15:27:40","2/11/2021 15:27:40"
"781","en","customer_deleted_successfully","Customer deleted successfully","2/11/2021 15:29:16","2/11/2021 15:29:16"
"782","en","address_has_been_added_successfully","Address has been added successfully.","2/11/2021 15:39:38","2/11/2021 15:39:38"
"783","en","address_has_been_deleted_successfully","Address has been deleted successfully.","2/11/2021 15:46:53","2/11/2021 15:46:53"
"784","en","address_has_been_marked_as_default_shipping_address","Address has been marked as default shipping address.","2/11/2021 15:47:56","2/11/2021 15:47:56"
"785","en","200x200","200x200","2/11/2021 15:49:53","2/11/2021 15:49:53"
"786","en","category_has_been_updated_successfully","Category has been updated successfully","2/11/2021 15:50:15","2/11/2021 15:50:15"
"787","en","discounts","Discounts","2/11/2021 15:54:04","2/11/2021 15:54:04"
"788","en","discount_type","Discount Type","2/11/2021 15:54:04","2/11/2021 15:54:04"
"789","en","flash_deal_has_been_inserted_successfully","Flash Deal has been inserted successfully","2/11/2021 15:54:24","2/11/2021 15:54:24"
"790","en","coupon_has_been_saved_successfully","Coupon has been saved successfully","2/11/2021 15:55:58","2/11/2021 15:55:58"
"791","en","coupon_already_exist_for_this_coupon_code","Coupon already exist for this coupon code","2/11/2021 15:57:56","2/11/2021 15:57:56"
"792","en","edit_offer_information","Edit Offer Information","2/11/2021 15:59:22","2/11/2021 15:59:22"
"793","en","offer_has_been_updated_successfully","Offer has been updated successfully","2/11/2021 15:59:45","2/11/2021 15:59:45"
"794","en","chat_list","Chat List","2/11/2021 16:41:31","2/11/2021 16:41:31"
"795","en","last_message","Last Message","2/11/2021 16:41:31","2/11/2021 16:41:31"
"796","en","show","Show","2/11/2021 16:41:31","2/11/2021 16:41:31"
"797","en","your_message_has_been_sent_successfully","Your message has been sent successfully.","2/11/2021 16:41:50","2/11/2021 16:41:50"
"798","en","messages_of_","Messages of ","2/11/2021 16:43:13","2/11/2021 16:43:13"
"799","en","your_message","Your Message..","2/11/2021 16:43:13","2/11/2021 16:43:13"
"800","en","add_new_staffs","Add New Staffs","2/11/2021 16:45:34","2/11/2021 16:45:34"
"801","en","staff_information","Staff Information","2/11/2021 16:47:02","2/11/2021 16:47:02"
"802","en","email_already_used","Email already used","2/11/2021 16:47:26","2/11/2021 16:47:26"
"803","en","staff_has_been_inserted_successfully","Staff has been inserted successfully","2/11/2021 16:47:58","2/11/2021 16:47:58"
"804","en","custom_css__script","Custom CSS & Script","2/11/2021 17:01:31","2/11/2021 17:01:31"
"805","en","custom_css_for_website","Custom css for website","2/11/2021 17:01:31","2/11/2021 17:01:31"
"806","en","write_css_with_style_tag","Write css with <style> tag","2/11/2021 17:01:31","2/11/2021 17:01:31"
"807","en","header_custom_script__before_head","Header custom script - before </head>","2/11/2021 17:01:31","2/11/2021 17:01:31"
"808","en","write_script_with_script_tag","Write script with <script> tag","2/11/2021 17:01:31","2/11/2021 17:01:31"
"809","en","footer_custom_script__before_body","Footer custom script - before </body>","2/11/2021 17:01:31","2/11/2021 17:01:31"
"810","en","website_pages","Website Pages","2/11/2021 17:01:42","2/11/2021 17:01:42"
"811","en","all_pages","All Pages","2/11/2021 17:01:42","2/11/2021 17:01:42"
"812","en","add_new_page","Add New Page","2/11/2021 17:01:42","2/11/2021 17:01:42"
"813","en","url","URL","2/11/2021 17:01:42","2/11/2021 17:01:42"
"814","en","website_banners","Website Banners","2/11/2021 17:01:49","2/11/2021 17:01:49"
"815","en","login_page_banner__link","Login page banner & link","2/11/2021 17:01:49","2/11/2021 17:01:49"
"816","en","recommended_size","Recommended size","2/11/2021 17:01:49","2/11/2021 17:01:49"
"817","en","registration_page_banner__link","Registration page banner & link","2/11/2021 17:01:49","2/11/2021 17:01:49"
"818","en","forgot_password_page_banner__link","Forgot password page banner & link","2/11/2021 17:01:49","2/11/2021 17:01:49"
"819","en","product_listing_page_banner__link","Product listing page banner & link","2/11/2021 17:01:49","2/11/2021 17:01:49"
"820","en","product_details_page_banner__link","Product details page banner & link","2/11/2021 17:01:49","2/11/2021 17:01:49"
"821","en","checkout_page_banner__link","Checkout page banner & link","2/11/2021 17:01:49","2/11/2021 17:01:49"
"822","en","customer_dashboard_top_banner__link","Customer dashboard top banner & link","2/11/2021 17:01:49","2/11/2021 17:01:49"
"823","en","customer_dashboard_bottom_banner__link","Customer dashboard bottom banner & link","2/11/2021 17:01:49","2/11/2021 17:01:49"
"824","en","website_footer","Website Footer","2/11/2021 17:12:23","2/11/2021 17:12:23"
"825","en","footer_widget","Footer Widget","2/11/2021 17:12:23","2/11/2021 17:12:23"
"826","en","footer_logo","Footer logo","2/11/2021 17:12:23","2/11/2021 17:12:23"
"827","en","link_widget_one","Link widget one","2/11/2021 17:12:23","2/11/2021 17:12:23"
"828","en","widget_title","Widget title","2/11/2021 17:12:23","2/11/2021 17:12:23"
"829","en","links","Links","2/11/2021 17:12:23","2/11/2021 17:12:23"
"830","en","link_widget_two","Link widget two","2/11/2021 17:12:23","2/11/2021 17:12:23"
"831","en","contact_info_widget","Contact info widget","2/11/2021 17:12:23","2/11/2021 17:12:23"
"832","en","contact_address","Contact address","2/11/2021 17:12:23","2/11/2021 17:12:23"
"833","en","contact_email","Contact email","2/11/2021 17:12:23","2/11/2021 17:12:23"
"834","en","contact_phone","Contact phone","2/11/2021 17:12:23","2/11/2021 17:12:23"
"835","en","mobile_apps_link","Mobile apps link","2/11/2021 17:12:23","2/11/2021 17:12:23"
"836","en","footer_bottom","Footer Bottom","2/11/2021 17:12:23","2/11/2021 17:12:23"
"837","en","footer_menu","Footer menu","2/11/2021 17:12:23","2/11/2021 17:12:23"
"838","en","copyright_widget_","Copyright Widget ","2/11/2021 17:12:23","2/11/2021 17:12:23"
"839","en","copyright_text","Copyright Text","2/11/2021 17:12:23","2/11/2021 17:12:23"
"840","en","social_link_widget_","Social Link Widget ","2/11/2021 17:12:24","2/11/2021 17:12:24"
"841","en","social_links","Social Links","2/11/2021 17:12:24","2/11/2021 17:12:24"
"842","en","home_page_settings","Home Page Settings","2/11/2021 17:12:35","2/11/2021 17:12:35"
"843","en","home_page_main_sliders","Home Page Main Sliders","2/11/2021 17:12:36","2/11/2021 17:12:36"
"844","en","1st_sliders_image__link","1st Sliders image & link","2/11/2021 17:12:36","2/11/2021 17:12:36"
"845","en","2nd_sliders_image__link","2nd Sliders image & link","2/11/2021 17:12:36","2/11/2021 17:12:36"
"846","en","3rd_sliders_image__link","3rd Sliders image & link","2/11/2021 17:12:36","2/11/2021 17:12:36"
"847","en","4th_sliders_image__link","4th Sliders image & link","2/11/2021 17:12:36","2/11/2021 17:12:36"
"848","en","select_categories","Select categories","2/11/2021 17:12:36","2/11/2021 17:12:36"
"849","en","product_section_1","Product section 1","2/11/2021 17:12:36","2/11/2021 17:12:36"
"850","en","section_title","Section title","2/11/2021 17:12:36","2/11/2021 17:12:36"
"851","en","select_product","Select product","2/11/2021 17:12:36","2/11/2021 17:12:36"
"852","en","home_banner_section_1","Home banner section 1","2/11/2021 17:12:36","2/11/2021 17:12:36"
"853","en","banner_image__link","Banner image & link","2/11/2021 17:12:36","2/11/2021 17:12:36"
"854","en","product_section_2","Product section 2","2/11/2021 17:12:36","2/11/2021 17:12:36"
"855","en","home_banner_section_2","Home banner section 2","2/11/2021 17:12:36","2/11/2021 17:12:36"
"856","en","product_section_3","Product section 3","2/11/2021 17:12:36","2/11/2021 17:12:36"
"857","en","home_banner_section_3","Home banner section 3","2/11/2021 17:12:36","2/11/2021 17:12:36"
"858","en","product_section_4","Product section 4","2/11/2021 17:12:36","2/11/2021 17:12:36"
"859","en","product_section_5","Product section 5","2/11/2021 17:12:36","2/11/2021 17:12:36"
"860","en","home_banner_section_4","Home banner section 4","2/11/2021 17:12:36","2/11/2021 17:12:36"
"861","en","product_section_6","Product section 6","2/11/2021 17:12:37","2/11/2021 17:12:37"
"862","en","home_bottom_about_text","Home bottom about text","2/11/2021 17:12:37","2/11/2021 17:12:37"
"863","en","about_description","About description","2/11/2021 17:12:37","2/11/2021 17:12:37"
"864","en","coupon_information_update","Coupon Information Update","2/11/2021 20:53:22","2/11/2021 20:53:22"
"865","en","coupon_code_applied_successfully","Coupon code applied successfully","2/11/2021 20:55:28","2/11/2021 20:55:28"
"866","en","edit_your_cart_base_coupon","Edit Your Cart Base Coupon","2/11/2021 20:55:59","2/11/2021 20:55:59"
"867","en","no_brand","No brand","2/11/2021 21:07:34","2/11/2021 21:07:34"
"868","en","product_has_been_duplicated_successfully","Product has been duplicated successfully","2/11/2021 21:14:17","2/11/2021 21:14:17"
"869","en","brand_has_been_inserted_successfully","Brand has been inserted successfully","2/11/2021 21:46:47","2/11/2021 21:46:47"
"870","en","rtl_status_updated_successfully","RTL status updated successfully","3/11/2021 10:00:03","3/11/2021 10:00:03"
"871","en","type_key__enter","Type key & Enter","3/11/2021 10:00:19","3/11/2021 10:00:19"
"872","en","key","Key","3/11/2021 10:00:19","3/11/2021 10:00:19"
"873","en","value","Value","3/11/2021 10:00:19","3/11/2021 10:00:19"
"874","en","copy_translations","Copy Translations","3/11/2021 10:00:19","3/11/2021 10:00:19"
"925","en","translations_updated_for_","Translations updated for ","3/11/2021 10:00:46","3/11/2021 10:00:46"
"2626","en","language_has_been_deleted_successfully","Language has been deleted successfully","3/11/2021 10:18:59","3/11/2021 10:18:59"
"3503","en","language_information","Language Information","3/11/2021 10:28:06","3/11/2021 10:28:06"
"3504","en","lang_code","Lang Code","3/11/2021 10:28:06","3/11/2021 10:28:06"
"3505","en","language_has_been_inserted_successfully","Language has been inserted successfully","3/11/2021 10:30:32","3/11/2021 10:30:32"
"4206","en","new_role_has_been_added_successfully","New Role has been added successfully","3/11/2021 14:00:24","3/11/2021 14:00:24"
"4207","en","staff_has_been_updated_successfully","Staff has been updated successfully","3/11/2021 14:02:10","3/11/2021 14:02:10"
"4208","en","no_city","No City","3/11/2021 14:07:05","3/11/2021 14:07:05"
"4209","en","zone_has_been_updated_successfully","Zone has been updated successfully","3/11/2021 14:09:32","3/11/2021 14:09:32"
"4210","en","facebook_chat","Facebook Chat","3/11/2021 14:26:12","3/11/2021 14:26:12"
"4211","en","facebook_chat_setting","Facebook Chat Setting","3/11/2021 14:26:12","3/11/2021 14:26:12"
"4212","en","facebook_page_id","Facebook Page ID","3/11/2021 14:26:12","3/11/2021 14:26:12"
